name,broad_type,cluster_status,ra,dec,lii,bii,core_radius,central_radius,cluster_radius,num_core_stars,num_central_stars,num_cluster_stars,distance,e_bv,log_age,log_age_error,reference_code,cluster_type,metallicity,metallicity_error,class
vdBergh-Hagen 72,,,142.845,-53.035,275.491,-1.171,0.015,0.065,0.09,5,48,78,2032,0.5,8.7,,DIAS,,,,OPEN STAR CLUSTER
FSR 1518,,,149.88,-54.51,279.616,0.386,0.01,0.06,0.1,1,31,78,1819,0.625,7.6,,DIAS,irc,,,OPEN STAR CLUSTER
SAI 113,,,155.674,-59.495,285.056,-1.888,0.01,0.05,0.09,3,29,78,2025,0.833,8.96,0.085,DIAS,,,,OPEN STAR CLUSTER
FSR 1536,,,157.898,-55.15,283.8,2.441,0.01,0.06,0.11,2,35,78,4569,0.625,9.1,,FPRO,,,,OPEN STAR CLUSTER
vdBergh-Hagen 111,,,167.28,-63.83,291.937,-3.164,0.02,0.11,0.18,4,31,78,2634,0.416,8.35,,COCD,,,,OPEN STAR CLUSTER
FSR 1591,,,174.24,-62.723,294.516,-1.074,0.012,0.065,0.115,1,25,78,1538,0.822,8.7,,FPRO,,,,OPEN STAR CLUSTER
FSR 1629,,,188.73,-80.95,302.249,-18.1,0.02,0.095,0.17,5,32,78,3597,0.062,9.7,,FPOS,,,,OPEN STAR CLUSTER
FSR 1640,,,197.977,-77.45,304.08,-14.624,0.02,0.09,0.155,2,36,78,6213,0.104,9.2,,FPOS,,,,OPEN STAR CLUSTER
FSR 1642,,,200.7,-73.575,305.183,-10.84,0.015,0.08,0.13,1,30,78,3211,0.208,9.5,,FPOS,,,,OPEN STAR CLUSTER
ESO 008-06,r,c,224.227,-83.445,306.593,-21.485,0.025,0.13,0.185,5,46,78,1380,0.312,9.3,,DIAS,,,,OPEN STAR CLUSTER
FSR 1729,r,c,254.105,-53.072,334.922,-6.158,0.015,0.075,0.115,1,41,78,1629,0.437,9.38,,FPOS,,,,OPEN STAR CLUSTER
vdBergh-Hagen 222,,,259.688,-38.295,349.114,-0.443,0.012,0.085,0.165,1,26,78,7813,1.666,7.9,,DIAS,,,,OPEN STAR CLUSTER
FSR 0238,,,308.685,41.415,80.472,0.623,0.02,0.06,0.115,9,34,78,3091,1.707,6.77,,DIAS,irc,,,OPEN STAR CLUSTER
SAI 137,,,312.495,41.255,82.108,-1.729,0.01,0.065,0.115,1,31,78,2396,1.874,8.9,,DIAS,,,,OPEN STAR CLUSTER
Barkhatova 2,,,325.917,51.07,95.59,-1.553,0.02,0.045,0.095,6,15,78,1100,0.3,8.632,,DIAS,dub,,,OPEN STAR CLUSTER
FSR 0472,a,c,354.007,73.86,117.668,11.764,0.045,0.19,0.32,4,30,78,5501,2.051,7.45,,FPOS,,,,OB ASSOCIATION/HII REGION
NGC 136,,,7.901,61.51,120.568,-1.271,0.015,0.055,0.125,5,26,77,3519,0.833,8.4,,DIAS,,,,OPEN STAR CLUSTER
NGC 436,,,18.996,58.811,126.113,-3.909,0.04,0.095,0.155,22,51,77,3000,0.46,7.925,,DIAS,,,,OPEN STAR CLUSTER
Czernik 6,,,30.48,62.85,130.873,1.07,0.013,0.05,0.115,2,18,77,1391,0.26,7.98,,DIAS,,,,OPEN STAR CLUSTER
SAI 48,,,81.055,33.477,173.706,-1.387,0.015,0.065,0.125,5,29,77,4001,0.799,8.95,,DIAS,,,,OPEN STAR CLUSTER
FSR 0968,,,92.841,11.871,197.794,-3.309,0.015,0.065,0.12,5,39,77,2187,0.312,8.52,0.045,FPOS,,,,OPEN STAR CLUSTER
NGC 2204,,,93.888,-18.66,226.009,-16.104,0.01,0.105,0.155,1,53,77,3790,0.021,9.29,0.018,DIAS,,-0.32,0.1,OPEN STAR CLUSTER
FSR 1029,,,103.515,6.725,207.236,3.641,0.012,0.065,0.125,1,23,77,1905,0.312,8.93,,DIAS,irc,,,OPEN STAR CLUSTER
NGC 2318,,,104.87,-13.662,226.019,-4.437,0.012,0.075,0.125,2,35,77,1713,0.437,8.75,,DIAS,non,,,OPEN STAR CLUSTER
FSR 1203,,,115.921,-8.02,226.13,7.791,0.018,0.09,0.165,3,31,77,1935,0.208,9.265,,FPOS,,,,OPEN STAR CLUSTER
Ruprecht 58,,,123.705,-31.945,250.436,1.574,0.01,0.06,0.13,4,24,77,2340,0.167,8.615,0.1,DIAS,dub,,,OPEN STAR CLUSTER
vdBergh-Hagen 84,,,150.338,-58.215,282.058,-2.413,0.012,0.06,0.095,3,39,77,1282,0.5,7.7,,DIAS,,,,OPEN STAR CLUSTER
MWSC 5116,,,174.773,-36.34,287.008,24.285,0.02,0.1,0.18,4,30,77,1622,0.156,9.515,,ARIn,,,,OPEN STAR CLUSTER
ASCC 74,,,203.955,-58.81,308.663,3.567,0.015,0.1,0.18,2,27,77,550,0.05,8.63,0.048,COCD,,,,OPEN STAR CLUSTER
Dolidze 27,r,o,249.105,-8.935,7.617,24.689,0.025,0.125,0.225,3,28,77,2107,0.874,8.97,,DIAS,,,,OPEN STAR CLUSTER
vdBergh-Hagen 211,,,255.546,-41.11,344.958,0.451,0.02,0.055,0.105,5,28,77,1820,1.072,8.52,,DIAS,,,,OPEN STAR CLUSTER
NGC 6383,a,c,263.685,-32.577,355.674,0.046,0.025,0.115,0.225,7,26,77,1184,0.416,6.6,,COCD,,,,OB ASSOCIATION/HII REGION
FSR 1767,,,263.925,-36.355,352.601,-2.162,0.014,0.06,0.115,2,18,77,1948,1.405,8.675,,DIAS,irc,,,OPEN STAR CLUSTER
NGC 6728,,,284.685,-8.965,25.754,-5.685,0.01,0.075,0.13,1,28,77,1127,0.125,8.95,,COCD,,,,OPEN STAR CLUSTER
Alessi 57,r,c,290.224,15.685,50.204,0.77,0.02,0.05,0.1,5,19,77,3797,1.874,8.65,,DIAS,,,,OPEN STAR CLUSTER
BDSB 18,,,300.282,33.189,69.92,1.524,0.015,0.042,0.06,5,40,77,3518,1.145,7,,BOPN,irc,,,OPEN STAR CLUSTER
Dolidze 2,,,302.505,41.355,77.776,4.398,0.02,0.06,0.11,8,32,77,4296,0.729,8.785,,DIAS,dub,,,OPEN STAR CLUSTER
FSR 0175,,,310.11,24.22,67.35,-10.636,0.018,0.08,0.14,2,34,77,2304,0.429,8.975,,FPOS,,,,OPEN STAR CLUSTER
FSR 0184,,,310.68,26.543,69.555,-9.661,0.011,0.075,0.12,2,35,77,2542,0.229,9.38,,FPOS,,,,OPEN STAR CLUSTER
FSR 0362,,,339.788,53.63,103.996,-4.307,0.012,0.045,0.09,2,25,77,5501,0.5,9.009,0.028,FPOS,,,,OPEN STAR CLUSTER
LDN 1495W,n,o,63.638,28.49,168.056,-16.088,0.05,0.3,0.55,3,23,76,1306,2.238,8.2,,BIEM,irc,,,NEBULA
Dutra-Bica 83,,,88.02,27.378,182.069,0.417,0.028,0.055,0.12,5,13,76,1863,1.083,8.78,0.059,DIAS,,,,OPEN STAR CLUSTER
Haffner 23,,,107.373,-16.92,230.029,-3.767,0.02,0.12,0.22,3,27,76,1000,0.1,8.825,,COCD,,,,OPEN STAR CLUSTER
Berkeley 39,,,116.707,-4.68,223.548,10.085,0.02,0.075,0.15,2,30,76,4836,0.042,9.5,,DIAS,,-0.26,0.09,OPEN STAR CLUSTER
FSR 1380,,,122.77,-39.965,256.716,-3.473,0.015,0.06,0.11,4,34,76,3112,1.041,8.99,0.035,DIAS,irc,,,OPEN STAR CLUSTER
SAI 90,,,127.023,-41.77,260.024,-1.836,0.018,0.06,0.105,6,29,76,3112,1.041,9.105,0.032,DIAS,,,,OPEN STAR CLUSTER
FSR 1412,,,129.32,-44.131,262.923,-1.884,0.015,0.08,0.115,4,46,76,2644,1.208,7.05,,DIAS,irc,,,OPEN STAR CLUSTER
Ruprecht 82,,,146.438,-53.968,277.708,-0.45,0.015,0.052,0.085,7,33,76,2228,0.5,8.37,0.052,COCD,,,,OPEN STAR CLUSTER
Trumpler 17,,,164.115,-59.223,288.686,0.431,0.02,0.08,0.11,8,48,76,2194,0.583,7.775,,COCD,,,,OPEN STAR CLUSTER
Stock 13,,,168.248,-58.88,290.497,1.594,0.012,0.075,0.145,1,18,76,1577,0.221,7.37,,COCD,,,,OPEN STAR CLUSTER
FSR 1543,r,o,168.713,-44.33,285.279,15.206,0.01,0.105,0.165,1,40,76,2662,0.229,9.4,,FPOS,,,,OPEN STAR CLUSTER
NGC 5168,,,202.77,-60.94,307.729,1.562,0.02,0.07,0.12,5,32,76,1727,0.354,8.25,,COCD,,,,OPEN STAR CLUSTER
FSR 1672,r,o,204.502,-43.18,311.88,18.881,0.02,0.085,0.155,2,30,76,3020,0,9.6,,FPOS,,,,OPEN STAR CLUSTER
Pismis 20,,,228.846,-59.067,320.516,-1.201,0.015,0.05,0.085,5,25,76,1501,1.145,7.5,,DIAS,,,,OPEN STAR CLUSTER
DBSB 156,,,243.063,-52.046,331.133,-0.527,0.01,0.04,0.075,1,21,76,2031,1.124,7.3,,BIRN,irc,,,OPEN STAR CLUSTER
FSR 1748,r,c,249.145,-35.015,346.43,8.218,0.015,0.055,0.1,4,30,76,4298,0.26,9.7,,FPOS,,,,OPEN STAR CLUSTER
FSR 0023,,,269.408,-22.865,6.598,0.779,0.015,0.08,0.14,3,27,76,2418,1.499,8.7,,DIAS,irc,,,OPEN STAR CLUSTER
FSR 0225,,,310.717,37.855,78.594,-2.782,0.01,0.085,0.145,1,41,76,1150,2.165,8.865,,DIAS,irc,,,OPEN STAR CLUSTER
FSR 0796,,,77.742,30.205,174.766,-5.571,0.018,0.055,0.11,3,21,75,4598,0.271,9.4,,FPOS,,,,OPEN STAR CLUSTER
Dolidze 16,,,78.65,32.66,173.222,-3.508,0.02,0.09,0.15,4,28,75,868,0.333,7.6,,DIAS,,,,OPEN STAR CLUSTER
Czernik 26,,,97.755,-4.215,214.371,-6.459,0.018,0.06,0.115,9,39,75,7655,0.25,9,,DIAS,,-0.38,,OPEN STAR CLUSTER
FSR 1210,,,100.177,-17.16,227.171,-10.039,0.015,0.075,0.15,4,28,75,3720,0.458,9.3,,FPOS,,,,OPEN STAR CLUSTER
FSR 1167,,,101.588,-10.985,222.171,-6.101,0.01,0.06,0.13,2,23,75,2325,0.521,9.385,0.05,FPOS,,,,OPEN STAR CLUSTER
Haffner 6,,,110.014,-13.15,227.87,0.241,0.018,0.075,0.135,9,38,75,3320,0.604,8.865,,DIAS,,,,OPEN STAR CLUSTER
Dolidze 26,,,112.519,11.885,206.52,13.889,0.02,0.12,0.21,2,26,75,2070,0.375,8.475,0.143,DIAS,non,,,OPEN STAR CLUSTER
Ruprecht 53,,,122.68,-26.94,245.759,3.58,0.015,0.085,0.17,1,26,75,1523,0.271,8.86,,COCD,,,,OPEN STAR CLUSTER
Ruprecht 158,,,133.11,-37.555,259.548,4.446,0.012,0.055,0.125,2,15,75,2720,0.396,9.15,,DREM,ast,,,OPEN STAR CLUSTER
Loden 165,n,o,158.983,-58.733,286.115,-0.358,0.01,0.06,0.115,1,28,75,1330,0.25,8.25,,DIAS,,,,NEBULA
Chamaleon I,,,165.9,-77.34,297.007,-15.726,0.03,0.22,0.36,2,29,75,380,0.312,6,,BIEM,irc,,,OPEN STAR CLUSTER
FSR 1715,,,237.165,-50.215,329.528,3.277,0.015,0.05,0.075,5,35,75,1423,0.729,8.485,,DIAS,irc,,,OPEN STAR CLUSTER
Ruprecht 120,,,248.79,-48.3,336.372,-0.504,0.02,0.06,0.115,4,22,75,1476,0.791,8.45,,DIAS,,,,OPEN STAR CLUSTER
FSR 1756,,,253.02,-34.946,348.553,5.843,0.012,0.045,0.07,3,31,75,2532,1.499,9.375,0.032,FPOS,,,,OPEN STAR CLUSTER
DBSB 120,,,260.803,-37.758,350.056,-0.859,0.017,0.05,0.09,3,28,75,5483,1.103,6,,BOPN,irc,,,OPEN STAR CLUSTER
Trumpler 28,,,264.255,-32.48,356.015,-0.306,0.02,0.11,0.175,3,34,75,1474,0.958,6.6,,COCD,,0.326,0.11,OPEN STAR CLUSTER
FSR 0022,,,269.108,-23.192,6.177,0.854,0.012,0.075,0.125,4,38,75,4340,1.749,9.65,,DIAS,irc,,,OPEN STAR CLUSTER
FSR 0162,,,300.39,25.215,63.197,-2.767,0.013,0.05,0.083,4,32,75,1721,0.687,8.95,,DIAS,irc,,,OPEN STAR CLUSTER
Teutsch 28,,,307.07,35.112,74.637,-2.079,0.012,0.06,0.1,3,29,75,3797,1.874,8.85,0.027,DIAS,,,,OPEN STAR CLUSTER
FSR 0310,,,316.298,55.323,94.444,5.507,0.02,0.07,0.13,8,24,75,5288,2.124,8.095,,FPOS,,,,OPEN STAR CLUSTER
NGC 7099,g,o,325.099,-23.18,27.182,-46.842,0.03,0.15,0.285,6,40,75,8109,0.031,10.1,,HARR,glo,-1.945,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
Berkeley 99,,,350.344,71.788,115.949,10.148,0.01,0.05,0.125,2,23,75,4999,0.3,9.348,,DIAS,,-0.58,0.1,OPEN STAR CLUSTER
FSR 0534,r,c,19.359,61.3,126.049,-1.414,0.01,0.05,0.1,2,21,74,1800,0.6,8.7,,DIAS,irc,,,OPEN STAR CLUSTER
FSR 0692,r,o,61.508,40.168,158.429,-8.928,0.01,0.06,0.13,2,15,74,1520,0.799,9.32,,FPOS,,,,OPEN STAR CLUSTER
B 217,n,o,66.805,25.965,171.973,-15.741,0.025,0.1,0.2,5,30,74,2800,0.75,9.1,,BIEM,irc,,,NEBULA
ASCC 12,,,72.481,41.719,163.044,-1.862,0.025,0.11,0.22,3,25,74,600,0.15,8.63,0.017,COCD,,,,OPEN STAR CLUSTER
BDSB 68,,,79.557,37.557,169.658,-0.066,0.015,0.055,0.1,3,31,74,3497,0.906,8.5,,BOPN,irc,,,OPEN STAR CLUSTER
FSR 1129,,,104.692,-4.93,218.154,-0.62,0.015,0.075,0.135,4,29,74,1881,0.708,8.385,,FPRO,,,,OPEN STAR CLUSTER
FSR 1204,r,c,107.073,-12.89,226.309,-2.177,0.018,0.09,0.14,2,38,74,1706,0.312,9.32,,DIAS,irc,,,OPEN STAR CLUSTER
NGC 2352,,,108.272,-24.029,236.766,-6.258,0.015,0.08,0.14,3,25,74,3000,0.666,8.775,,DIAS,non,,,OPEN STAR CLUSTER
FSR 1298,,,118.418,-22.323,239.784,2.73,0.018,0.07,0.13,2,23,74,2088,0.625,8.435,0.059,FPRO,,,,OPEN STAR CLUSTER
ESO 211-01,,,131.805,-52.065,270.221,-5.442,0.012,0.065,0.125,2,25,74,3413,0.729,8.76,0.056,DIAS,,,,OPEN STAR CLUSTER
FSR 1389,r,o,138.042,-32.76,258.559,10.631,0.01,0.07,0.14,1,19,74,3508,0.854,8.595,,FPOS,,,,OPEN STAR CLUSTER
NGC 3036,,,147.315,-62.67,283.66,-6.83,0.02,0.08,0.14,3,29,74,1268,0.416,8.99,,COCD,,-0.714,0.09,OPEN STAR CLUSTER
Loden 213,,,159.037,-61.837,287.679,-3.04,0.012,0.07,0.125,1,26,74,1876,0.416,8.875,,DIAS,non,,,OPEN STAR CLUSTER
FSR 1573,r,o,176.018,-45.925,290.868,15.363,0.015,0.11,0.17,2,36,74,2020,0.229,9.3,,FPOS,,,,OPEN STAR CLUSTER
MWSC 5316,,,243.81,-22.37,352.85,20.179,0.015,0.11,0.21,2,27,74,1390,0.729,8.87,,ARIn,,,,OPEN STAR CLUSTER
Ruprecht 139,,,270.248,-23.535,6.402,-0.224,0.015,0.09,0.155,1,30,74,593,0.104,9.05,,COCD,,,,OPEN STAR CLUSTER
FSR 0051,,,273.267,-13.325,16.715,2.248,0.012,0.055,0.11,3,17,74,4415,1.166,6.1,,DIAS,irc,,,OPEN STAR CLUSTER
NGC 6716,,,283.642,-19.885,15.411,-9.586,0.02,0.12,0.18,2,47,74,669,0.229,7.385,,COCD,,-0.31,,OPEN STAR CLUSTER
FSR 0170,,,301.928,27.556,65.915,-2.684,0.01,0.055,0.105,3,23,74,4023,2.415,8.9,,DIAS,irc,,,OPEN STAR CLUSTER
Berkeley 86,,,305.052,38.69,76.637,1.298,0.018,0.06,0.115,5,22,74,1653,0.958,6.8,,COCD,,,,OPEN STAR CLUSTER
FSR 0674,,,63.094,48.728,153.417,-1.88,0.025,0.06,0.13,12,30,73,3400,1.02,8.56,,DIAS,irc,,,OPEN STAR CLUSTER
Kronberger 12,,,93.562,22.483,188.805,2.38,0.01,0.055,0.1,2,35,73,1893,0.666,8.87,0.084,DIAS,,,,OPEN STAR CLUSTER
MWSC 4116,,,94.8,-59.97,269.072,-27.208,0.03,0.13,0.225,5,27,73,1743,0.291,9.125,,AIPk,,,,OPEN STAR CLUSTER
FSR 1126,,,99.112,-7.32,217.774,-6.649,0.02,0.07,0.155,3,16,73,2201,0.271,9.125,,FPOS,,,,OPEN STAR CLUSTER
NGC 2358,m,o,109.252,-17.155,231.068,-2.281,0.02,0.16,0.3,2,24,73,739,0.021,8.785,,COCD,,,,UNIDENTIFIED
NGC 2533,,,121.778,-29.88,247.802,1.319,0.013,0.083,0.14,2,31,73,2955,0.458,8.365,,DIAS,,,,OPEN STAR CLUSTER
Ruprecht 157,,,127.455,-19.12,241.657,11.574,0.025,0.085,0.16,4,25,73,2311,0.562,8.7,,DIAS,,,,OPEN STAR CLUSTER
FSR 1424,,,132.66,-43.832,264.178,0.188,0.015,0.065,0.1,3,34,73,1829,1.208,8.4,,FPRO,,,,OPEN STAR CLUSTER
FSR 1405,r,o,144.465,-31.615,261.615,15.32,0.015,0.1,0.17,1,35,73,3860,0.208,9.5,,FPOS,,,,OPEN STAR CLUSTER
FSR 1688,,,218.655,-56.115,317.006,3.911,0.025,0.075,0.115,8,37,73,1469,0.822,8.455,,DIAS,irc,,,OPEN STAR CLUSTER
FSR 1686,,,220.071,-60.372,315.997,-0.291,0.02,0.07,0.115,2,36,73,5405,1.666,8.5,,FPRO,,,,OPEN STAR CLUSTER
ESO 226-06,,,246.067,-51.155,333.09,-1.193,0.01,0.038,0.08,4,20,73,1220,0.833,8.475,,DIAS,,,,OPEN STAR CLUSTER
ESO 043-13,r,o,256.185,-74.35,317.734,-19.348,0.02,0.09,0.14,2,31,73,1490,0.104,9.315,0.044,DIAS,,,,OPEN STAR CLUSTER
ESO 332-20,,,256.228,-38.317,347.494,1.735,0.012,0.065,0.11,1,25,73,1695,0.791,8.05,,DIAS,,,,OPEN STAR CLUSTER
FSR 0149,,,289.283,23.98,57.146,5.414,0.01,0.05,0.1,1,21,73,5341,1.124,8.83,0.069,FPOS,,,,OPEN STAR CLUSTER
FSR 0219,,,303.765,41.185,78.153,3.512,0.012,0.06,0.125,2,27,73,884,0.833,6.5,,DIAS,irc,,,OPEN STAR CLUSTER
DB2001 7,r,o,306.795,39.45,78.036,0.626,0.015,0.055,0.09,3,31,73,2378,1.457,6.8,,BIEM,irc,,,OPEN STAR CLUSTER
FSR 0237,,,311.363,39.58,80.262,-2.109,0.015,0.085,0.145,4,35,73,1656,2.811,8.1,,DIAS,irc,,,OPEN STAR CLUSTER
Dolidze 55,,,317.46,40.61,84.084,-4.983,0.013,0.06,0.115,3,31,73,1584,0.625,8.85,,DREM,ast,,,OPEN STAR CLUSTER
FSR 0320,,,323.85,53.7,96.383,1.254,0.015,0.055,0.085,4,43,73,4724,1.02,8.85,,DIAS,irc,,,OPEN STAR CLUSTER
ASCC 1,,,2.413,62.704,118.162,0.22,0.03,0.043,0.105,8,13,72,1600,0.489,8.406,,COCD,,,,OPEN STAR CLUSTER
FSR 0537,r,c,19.768,60.347,126.347,-2.341,0.02,0.045,0.1,6,16,72,2075,0.666,9,,DIAS,irc,,,OPEN STAR CLUSTER
Berkeley 63,,,34.899,63.73,132.501,2.508,0.015,0.045,0.11,3,16,72,3991,0.916,8.9,,DIAS,,,,OPEN STAR CLUSTER
Berkeley 19,,,81.003,29.567,176.918,-3.622,0.02,0.055,0.09,7,26,72,4800,0.4,9.5,,DIAS,,-0.5,,OPEN STAR CLUSTER
FSR 1178,,,106.35,-10.68,224.02,-1.791,0.01,0.075,0.14,1,29,72,2375,0.999,6.65,,FPRO,,,,OPEN STAR CLUSTER
NGC 2368,,,110.272,-10.335,225.503,1.786,0.01,0.075,0.125,3,37,72,4889,0.479,8.975,0.044,DIAS,dub,,,OPEN STAR CLUSTER
Ruprecht 17,,,110.907,-23.185,237.133,-3.726,0.01,0.045,0.105,4,16,72,1263,0.291,8.325,,DIAS,,,,OPEN STAR CLUSTER
FSR 1383,,,121.04,-41.218,257.069,-5.255,0.01,0.07,0.125,4,35,72,2434,0.833,9.12,,FPOS,,,,OPEN STAR CLUSTER
FSR 1452,,,133.327,-47.92,267.622,-2.063,0.015,0.055,0.115,5,19,72,2070,0.375,9.05,,FPRO,,,,OPEN STAR CLUSTER
FSR 1566,r,o,147.645,-72.762,290.387,-14.46,0.015,0.085,0.14,2,29,72,1537,0.208,9.43,0.048,FPOS,,,,OPEN STAR CLUSTER
Ruprecht 160,,,149.085,-47.03,274.628,5.991,0.02,0.06,0.11,5,28,72,2187,0.625,8.62,0.002,DIAS,,,,OPEN STAR CLUSTER
ESO 168-04,r,c,157.732,-53.865,283.059,3.496,0.018,0.06,0.1,2,28,72,3084,0.479,9.315,0.033,DIAS,non,,,OPEN STAR CLUSTER
DBSB 161,,,244.27,-50.792,332.543,-0.138,0.01,0.043,0.07,1,27,72,6353,1.197,6,,BIRN,irc,,,OPEN STAR CLUSTER
vdBergh-Hagen 245,n,o,266.567,-29.7,359.421,-0.518,0.012,0.095,0.19,1,33,72,1699,1.863,6.67,,DIAS,,,,NEBULA
Ruprecht 146,,,283.118,-21.085,14.097,-9.659,0.022,0.075,0.14,6,25,72,1735,0.479,9.1,,DREM,ast,,,OPEN STAR CLUSTER
Teutsch 40,,,292.342,23.3,57.859,2.619,0.012,0.045,0.085,4,22,72,3150,0.958,9.115,0.049,DIAS,,,,OPEN STAR CLUSTER
MWSC 4498,,,293.002,-46.435,351.941,-26.003,0.02,0.095,0.155,4,34,72,1537,0.208,9.36,,AIPk,,,,OPEN STAR CLUSTER
MWSC 4511,,,295.41,-24.455,15.544,-21.396,0.02,0.1,0.17,4,31,72,3957,0.042,9.5,,AIPk,,,,OPEN STAR CLUSTER
FSR 0293,,,321.975,47.15,91.044,-2.726,0.02,0.045,0.085,9,27,72,2801,0.4,9.225,,FPOS,,,,OPEN STAR CLUSTER
FSR 0428,,,342.345,69.079,112.361,8.751,0.02,0.07,0.13,7,23,72,3616,0.65,9.23,0.022,FPOS,,,,OPEN STAR CLUSTER
NGC 103,,,6.27,61.34,119.776,-1.37,0.025,0.045,0.09,12,29,71,2501,0.45,8.565,0.057,DIAS,,,,OPEN STAR CLUSTER
Czernik 9,,,38.385,59.875,135.422,-0.497,0.012,0.05,0.09,3,32,71,1900,1.049,8.75,,DIAS,,,,OPEN STAR CLUSTER
NGC 1548,,,65.332,36.92,162.892,-9.178,0.015,0.06,0.13,4,20,71,2501,1.099,9.02,0.035,DIAS,non,,,OPEN STAR CLUSTER
FSR 0723,r,c,71.195,41.505,162.585,-2.735,0.015,0.055,0.11,4,22,71,3103,0.75,8.965,0.023,DIAS,irc,,,OPEN STAR CLUSTER
FSR 0920,,,77.415,8.595,192.833,-18.055,0.01,0.1,0.2,1,24,71,2882,0.937,8.655,,FPOS,,,,OPEN STAR CLUSTER
FSR 0707,,,79.016,47.613,161.201,5.409,0.022,0.063,0.115,7,31,71,2390,0.645,9.115,,FPOS,,,,OPEN STAR CLUSTER
FSR 0937,,,93.426,14.995,195.322,-1.314,0.012,0.05,0.1,4,25,71,4597,0.583,8.98,0.03,DIAS,irc,,,OPEN STAR CLUSTER
FSR 0940,r,o,93.562,14.8,195.556,-1.291,0.017,0.085,0.125,2,31,71,2421,0.25,9.4,,DIAS,irc,,,OPEN STAR CLUSTER
Ruprecht 1,,,99.135,-14.193,224.015,-9.663,0.01,0.068,0.14,3,23,71,1204,0.146,8.79,,COCD,,,,OPEN STAR CLUSTER
FSR 1342,,,119.48,-31.509,248.134,-1.22,0.015,0.065,0.12,4,22,71,3628,0.937,8.29,,FPRO,,,,OPEN STAR CLUSTER
ASCC 45,a,c,123.907,-35.64,253.601,-0.34,0.01,0.06,0.1,3,34,71,3001,0.6,7.25,,COCD,,,,OB ASSOCIATION/HII REGION
FSR 1390,,,127.092,-40.083,258.684,-0.809,0.01,0.045,0.09,5,28,71,2397,1.249,8.3,,DIAS,irc,,,OPEN STAR CLUSTER
Trumpler 15,n,o,161.163,-59.36,287.4,-0.367,0.025,0.1,0.16,3,25,71,2120,0.462,7.08,,COCD,,,,NEBULA
vdBergh-Hagen 131,,,186.54,-63.4,300.107,-0.667,0.01,0.045,0.09,2,21,71,4430,0.833,9.2,,DIAS,,,,OPEN STAR CLUSTER
MWSC 4383,,,269.685,23.05,48.691,21.419,0.035,0.115,0.21,8,30,71,2082,0.333,9.095,,AIPk,,,,OPEN STAR CLUSTER
Ruprecht 141,,,277.829,-12.326,19.688,-1.209,0.01,0.053,0.1,4,23,71,3381,0.947,6.55,,COCD,,,,OPEN STAR CLUSTER
NGC 7160,,,328.418,62.61,104.016,6.462,0.028,0.07,0.22,7,16,71,800,0.25,7.2,,COCD,,0.16,0.03,OPEN STAR CLUSTER
Dolidze 46,,,350.514,55.745,110.528,-4.959,0.01,0.045,0.11,3,29,71,1450,0.3,8.412,,DREM,ast,,,OPEN STAR CLUSTER
NGC 1545,,,65.295,50.252,153.386,0.209,0.02,0.07,0.13,4,26,70,863,0.354,8.81,0.017,COCD,,-0.06,0.09,OPEN STAR CLUSTER
FSR 0868,,,81.233,18.31,186.477,-9.681,0.02,0.09,0.14,3,38,70,2304,0.583,8.9,,FPOS,,,,OPEN STAR CLUSTER
SAI 49,,,81.608,50.79,159.506,8.591,0.025,0.075,0.135,7,39,70,3200,0.541,9.15,,DIAS,,,,OPEN STAR CLUSTER
FSR 0902,,,94.575,20.54,190.964,2.287,0.02,0.08,0.155,4,32,70,1243,0.396,7.145,,DIAS,irc,,,OPEN STAR CLUSTER
NGC 2240,,,98.332,35.265,179.213,11.883,0.01,0.06,0.14,2,20,70,1551,0.146,9.2,,COCD,,,,OPEN STAR CLUSTER
King 23,,,110.447,-0.983,217.286,6.296,0.02,0.085,0.14,5,36,70,3211,0.208,8.95,,DIAS,,,,OPEN STAR CLUSTER
ESO 311-14,,,117.35,-42.685,256.93,-8.363,0.012,0.07,0.14,2,21,70,1278,0.208,7.74,,DIAS,dub,,,OPEN STAR CLUSTER
FSR 1360,,,120.397,-34.46,251.051,-2.114,0.018,0.065,0.11,7,29,70,1743,0.291,8.985,0.025,FPRO,,,,OPEN STAR CLUSTER
Teutsch 50,,,121.79,-36.073,253.023,-2.013,0.01,0.05,0.09,3,25,70,3254,0.833,9.48,,DIAS,,,,OPEN STAR CLUSTER
ESO 261-07,,,141.15,-44.67,268.903,4.108,0.01,0.06,0.11,3,24,70,3360,1.145,9,,DIAS,,,,OPEN STAR CLUSTER
Basel 17,,,167.632,-59.033,290.26,1.334,0.025,0.075,0.125,9,30,70,1697,0.16,7.975,0.031,COCD,,,,OPEN STAR CLUSTER
Ruprecht 164,,,172.71,-60.75,293.241,0.596,0.02,0.09,0.15,3,28,70,1297,0.11,7.7,,COCD,,,,OPEN STAR CLUSTER
FSR 1597,,,176.145,-67.085,296.477,-5.055,0.018,0.09,0.165,2,23,70,2879,0.323,9.3,,FPOS,,,,OPEN STAR CLUSTER
SAI 116,,,177.322,-62.225,295.761,-0.222,0.01,0.06,0.1,2,35,70,2382,0.979,8.685,,DIAS,,,,OPEN STAR CLUSTER
Loden 757,,,198,-65.3,305.08,-2.514,0.02,0.11,0.16,4,26,70,1340,0.666,8.07,0.078,DIAS,non,,,OPEN STAR CLUSTER
